LOC,NOM_LOC,AGEB,MZA,CVE_MZA1,VPH_C_ELEC,VPH_AEASP,VPH_DRENAJ,VPH_C_SERV
0001,Álvaro Obregón,103A,010,0001103A010,13,13,13,13
0001,Álvaro Obregón,103A,011,0001103A011,11,11,11,11
0001,Álvaro Obregón,103A,012,0001103A012,*,*,*,*
0001,Álvaro Obregón,103A,015,0001103A015,29,29,29,29
0001,Álvaro Obregón,103A,016,0001103A016,7,7,7,7
0001,Álvaro Obregón,103A,018,0001103A018,74,74,74,74
0001,Álvaro Obregón,103A,021,0001103A021,9,9,9,9
0001,Álvaro Obregón,103A,022,0001103A022,15,15,15,15
0001,Álvaro Obregón,103A,023,0001103A023,10,10,10,10
0001,Álvaro Obregón,103A,024,0001103A024,30,30,30,30
0001,Álvaro Obregón,1044,001,00011044001,8,8,8,8
0001,Álvaro Obregón,1044,002,00011044002,58,58,58,58
0001,Álvaro Obregón,1044,003,00011044003,*,*,*,*
0001,Álvaro Obregón,1044,004,00011044004,62,62,62,62
0001,Álvaro Obregón,1044,005,00011044005,64,64,64,64
0001,Álvaro Obregón,1044,006,00011044006,45,45,45,45
0001,Álvaro Obregón,1044,007,00011044007,65,65,65,65
0001,Álvaro Obregón,1044,008,00011044008,52,52,52,52
0001,Álvaro Obregón,1044,009,00011044009,71,71,71,71
0001,Álvaro Obregón,1044,010,00011044010,6,6,6,6
0001,Álvaro Obregón,1044,011,00011044011,13,13,13,13
0001,Álvaro Obregón,1044,012,00011044012,13,13,13,13
0001,Álvaro Obregón,1044,013,00011044013,25,25,25,25
0001,Álvaro Obregón,1044,014,00011044014,50,50,50,50
0001,Álvaro Obregón,1044,016,00011044016,131,131,130,130
0001,Álvaro Obregón,1044,017,00011044017,18,18,18,18
0001,Álvaro Obregón,1044,018,00011044018,52,52,52,52
0001,Álvaro Obregón,1044,020,00011044020,17,17,17,17
0001,Álvaro Obregón,1044,021,00011044021,16,16,16,16
0001,Álvaro Obregón,1044,022,00011044022,*,*,*,*
0001,Álvaro Obregón,1044,023,00011044023,17,17,17,17
0001,Álvaro Obregón,1044,025,00011044025,8,8,8,8
0001,Álvaro Obregón,1044,029,00011044029,7,7,7,7
0001,Álvaro Obregón,1059,001,00011059001,48,48,48,48
0001,Álvaro Obregón,1059,002,00011059002,42,42,42,42
0001,Álvaro Obregón,1059,003,00011059003,163,163,163,163
0001,Álvaro Obregón,1059,004,00011059004,64,64,64,64
0001,Álvaro Obregón,1059,005,00011059005,47,47,47,47
0001,Álvaro Obregón,1059,006,00011059006,45,45,45,45
0001,Álvaro Obregón,1059,007,00011059007,63,63,63,63
0001,Álvaro Obregón,1059,008,00011059008,30,30,30,30
0001,Álvaro Obregón,1059,009,00011059009,18,18,18,18
0001,Álvaro Obregón,1059,010,00011059010,34,34,34,34
0001,Álvaro Obregón,1059,011,00011059011,59,59,59,59
0001,Álvaro Obregón,1059,012,00011059012,0,0,0,0
0001,Álvaro Obregón,1059,013,00011059013,7,7,7,7
0001,Álvaro Obregón,1059,014,00011059014,72,72,72,72
0001,Álvaro Obregón,1059,015,00011059015,97,97,97,97
0001,Álvaro Obregón,1059,016,00011059016,17,17,17,17
0001,Álvaro Obregón,1059,017,00011059017,19,19,19,19
0001,Álvaro Obregón,1059,018,00011059018,0,0,0,0
0001,Álvaro Obregón,1059,019,00011059019,27,27,27,27
0001,Álvaro Obregón,1059,020,00011059020,56,56,56,56
0001,Álvaro Obregón,1059,021,00011059021,85,85,85,85
0001,Álvaro Obregón,1059,022,00011059022,73,73,73,73
0001,Álvaro Obregón,1059,023,00011059023,33,33,33,33
0001,Álvaro Obregón,1059,024,00011059024,10,10,10,10
0001,Álvaro Obregón,1059,025,00011059025,30,30,30,30
0001,Álvaro Obregón,1059,026,00011059026,131,131,131,131
0001,Álvaro Obregón,1059,027,00011059027,42,42,42,42
0001,Álvaro Obregón,1059,028,00011059028,9,9,9,9
0001,Álvaro Obregón,1059,029,00011059029,11,11,11,11
0001,Álvaro Obregón,1063,001,00011063001,0,0,0,0
0001,Álvaro Obregón,1063,002,00011063002,26,26,26,26
0001,Álvaro Obregón,1063,003,00011063003,103,102,103,103
0001,Álvaro Obregón,1063,004,00011063004,112,112,112,112
0001,Álvaro Obregón,1063,005,00011063005,143,143,143,143
0001,Álvaro Obregón,1063,006,00011063006,0,0,0,0
0001,Álvaro Obregón,1063,008,00011063008,194,194,194,194
0001,Álvaro Obregón,1063,013,00011063013,91,91,91,91
0001,Álvaro Obregón,1063,014,00011063014,83,83,83,83
0001,Álvaro Obregón,1063,016,00011063016,224,224,224,224
0001,Álvaro Obregón,1063,017,00011063017,0,0,0,0
0001,Álvaro Obregón,1063,018,00011063018,0,0,0,0
0001,Álvaro Obregón,1063,019,00011063019,5,5,5,5
0001,Álvaro Obregón,1078,001,00011078001,52,52,52,52
0001,Álvaro Obregón,1078,002,00011078002,20,20,20,20
0001,Álvaro Obregón,1078,003,00011078003,36,36,36,36
0001,Álvaro Obregón,1078,004,00011078004,71,71,71,71
0001,Álvaro Obregón,1078,005,00011078005,52,52,52,52
0001,Álvaro Obregón,1078,006,00011078006,31,31,31,31
0001,Álvaro Obregón,1078,007,00011078007,*,*,*,*
0001,Álvaro Obregón,1078,008,00011078008,44,44,44,44
0001,Álvaro Obregón,1078,010,00011078010,23,23,23,23
0001,Álvaro Obregón,1078,014,00011078014,19,19,19,19
0001,Álvaro Obregón,1078,015,00011078015,58,58,58,58
0001,Álvaro Obregón,1078,016,00011078016,102,102,102,102
0001,Álvaro Obregón,1078,017,00011078017,0,0,0,0
0001,Álvaro Obregón,1078,018,00011078018,33,33,33,33
0001,Álvaro Obregón,1078,019,00011078019,66,66,66,66
0001,Álvaro Obregón,1078,020,00011078020,91,91,91,91
0001,Álvaro Obregón,1078,022,00011078022,32,32,32,32
0001,Álvaro Obregón,1078,023,00011078023,48,48,48,48
0001,Álvaro Obregón,1078,026,00011078026,144,144,144,144
0001,Álvaro Obregón,1078,028,00011078028,31,31,31,31
0001,Álvaro Obregón,1078,030,00011078030,54,54,54,54
0001,Álvaro Obregón,1078,033,00011078033,89,89,89,89
0001,Álvaro Obregón,1078,034,00011078034,89,89,89,89
0001,Álvaro Obregón,1078,038,00011078038,37,37,37,37
0001,Álvaro Obregón,1078,039,00011078039,74,74,74,74
0001,Álvaro Obregón,1078,043,00011078043,8,8,8,8
0001,Álvaro Obregón,1078,044,00011078044,43,42,43,43
0001,Álvaro Obregón,1078,045,00011078045,30,30,30,30
0001,Álvaro Obregón,1078,046,00011078046,53,53,53,53
0001,Álvaro Obregón,1078,047,00011078047,11,11,11,11
0001,Álvaro Obregón,1078,048,00011078048,62,62,62,62
0001,Álvaro Obregón,1078,049,00011078049,18,18,18,18
0001,Álvaro Obregón,1078,050,00011078050,35,35,35,35
0001,Álvaro Obregón,1078,051,00011078051,118,118,118,118
0001,Álvaro Obregón,1078,053,00011078053,9,9,9,9
0001,Álvaro Obregón,1078,054,00011078054,8,8,8,8
0001,Álvaro Obregón,110A,001,0001110A001,145,145,145,145
0001,Álvaro Obregón,110A,002,0001110A002,10,10,10,10
0001,Álvaro Obregón,110A,003,0001110A003,29,29,29,29
0001,Álvaro Obregón,110A,008,0001110A008,257,257,257,257
0001,Álvaro Obregón,110A,009,0001110A009,153,153,153,153
0001,Álvaro Obregón,110A,010,0001110A010,79,79,79,79
0001,Álvaro Obregón,110A,011,0001110A011,49,49,49,49
0001,Álvaro Obregón,110A,012,0001110A012,109,109,109,109
0001,Álvaro Obregón,110A,013,0001110A013,9,9,9,9
0001,Álvaro Obregón,110A,015,0001110A015,13,13,13,13
0001,Álvaro Obregón,110A,016,0001110A016,79,79,79,79
0001,Álvaro Obregón,110A,018,0001110A018,11,11,11,11
0001,Álvaro Obregón,110A,019,0001110A019,3,3,3,3
0001,Álvaro Obregón,110A,022,0001110A022,22,22,22,22
0001,Álvaro Obregón,110A,023,0001110A023,87,87,87,87
0001,Álvaro Obregón,110A,024,0001110A024,39,39,39,39
0001,Álvaro Obregón,110A,025,0001110A025,71,71,71,71
0001,Álvaro Obregón,110A,026,0001110A026,28,28,28,28
0001,Álvaro Obregón,110A,031,0001110A031,6,6,6,6
0001,Álvaro Obregón,110A,032,0001110A032,8,8,8,8
0001,Álvaro Obregón,110A,033,0001110A033,27,26,27,27
0001,Álvaro Obregón,110A,034,0001110A034,8,8,8,8
0001,Álvaro Obregón,110A,035,0001110A035,10,10,10,10
0001,Álvaro Obregón,110A,036,0001110A036,8,8,8,8
0001,Álvaro Obregón,110A,037,0001110A037,9,9,9,9
0001,Álvaro Obregón,110A,038,0001110A038,8,8,8,8
0001,Álvaro Obregón,110A,039,0001110A039,10,10,10,10
0001,Álvaro Obregón,110A,040,0001110A040,11,11,11,11
0001,Álvaro Obregón,110A,041,0001110A041,8,8,8,8
0001,Álvaro Obregón,110A,042,0001110A042,9,9,9,9
0001,Álvaro Obregón,110A,043,0001110A043,12,12,12,12
0001,Álvaro Obregón,110A,044,0001110A044,8,8,8,8
0001,Álvaro Obregón,110A,045,0001110A045,10,10,10,10
0001,Álvaro Obregón,110A,046,0001110A046,0,0,0,0
0001,Álvaro Obregón,110A,047,0001110A047,0,0,0,0
0001,Álvaro Obregón,1114,001,00011114001,12,12,12,12
0001,Álvaro Obregón,1114,002,00011114002,13,13,13,13
0001,Álvaro Obregón,1114,003,00011114003,8,8,8,8
0001,Álvaro Obregón,1114,004,00011114004,5,5,5,5
0001,Álvaro Obregón,1114,005,00011114005,10,10,10,10
0001,Álvaro Obregón,1114,006,00011114006,16,16,16,16
0001,Álvaro Obregón,1114,007,00011114007,23,23,23,23
0001,Álvaro Obregón,1114,008,00011114008,12,12,12,12
0001,Álvaro Obregón,1114,009,00011114009,24,24,24,24
0001,Álvaro Obregón,1114,010,00011114010,8,8,8,8
0001,Álvaro Obregón,1114,012,00011114012,16,16,16,16
0001,Álvaro Obregón,1114,013,00011114013,22,22,22,22
0001,Álvaro Obregón,1114,014,00011114014,13,13,13,13
0001,Álvaro Obregón,1114,015,00011114015,10,10,10,10
0001,Álvaro Obregón,1114,016,00011114016,16,16,16,16
0001,Álvaro Obregón,1114,017,00011114017,29,29,29,29
0001,Álvaro Obregón,1114,018,00011114018,3,3,3,3
0001,Álvaro Obregón,1114,019,00011114019,20,20,20,20
0001,Álvaro Obregón,1114,020,00011114020,11,11,11,11
0001,Álvaro Obregón,1114,021,00011114021,9,9,9,9
0001,Álvaro Obregón,1129,001,00011129001,50,50,50,50
0001,Álvaro Obregón,1129,002,00011129002,43,43,43,43
0001,Álvaro Obregón,1129,003,00011129003,26,26,26,26
0001,Álvaro Obregón,1129,004,00011129004,39,39,39,39
0001,Álvaro Obregón,1129,005,00011129005,*,*,*,*
0001,Álvaro Obregón,1129,006,00011129006,*,*,*,*
0001,Álvaro Obregón,1129,008,00011129008,35,35,35,35
0001,Álvaro Obregón,1129,009,00011129009,69,69,69,69
0001,Álvaro Obregón,1129,010,00011129010,10,10,10,10
0001,Álvaro Obregón,1129,011,00011129011,3,3,3,3
0001,Álvaro Obregón,1129,012,00011129012,22,21,22,22
0001,Álvaro Obregón,1129,013,00011129013,9,9,9,9
0001,Álvaro Obregón,1129,014,00011129014,5,5,5,5
0001,Álvaro Obregón,1129,015,00011129015,30,30,30,30
0001,Álvaro Obregón,1129,017,00011129017,0,0,0,0
0001,Álvaro Obregón,1129,018,00011129018,17,17,17,17
0001,Álvaro Obregón,1129,019,00011129019,*,*,*,*
0001,Álvaro Obregón,1129,020,00011129020,10,10,10,10
0001,Álvaro Obregón,1129,021,00011129021,7,7,7,7
0001,Álvaro Obregón,1133,001,00011133001,21,21,21,21
0001,Álvaro Obregón,1133,002,00011133002,11,11,11,11
0001,Álvaro Obregón,1133,003,00011133003,11,11,11,11
0001,Álvaro Obregón,1133,004,00011133004,15,15,15,15
0001,Álvaro Obregón,1133,005,00011133005,37,37,37,37
0001,Álvaro Obregón,1133,006,00011133006,0,0,0,0
0001,Álvaro Obregón,1133,007,00011133007,9,9,9,9
0001,Álvaro Obregón,1133,008,00011133008,0,0,0,0
0001,Álvaro Obregón,1133,009,00011133009,21,21,21,21
0001,Álvaro Obregón,1133,010,00011133010,34,33,34,34
0001,Álvaro Obregón,1133,011,00011133011,26,26,26,26
0001,Álvaro Obregón,1133,012,00011133012,12,12,12,12
0001,Álvaro Obregón,1133,013,00011133013,0,0,0,0
0001,Álvaro Obregón,1133,014,00011133014,14,14,14,14
0001,Álvaro Obregón,1133,015,00011133015,4,4,4,4
0001,Álvaro Obregón,1133,016,00011133016,17,17,17,17
0001,Álvaro Obregón,1133,017,00011133017,13,13,13,13
0001,Álvaro Obregón,1133,018,00011133018,9,9,9,9
0001,Álvaro Obregón,1133,019,00011133019,4,4,4,4
0001,Álvaro Obregón,1133,020,00011133020,0,0,0,0
0001,Álvaro Obregón,1133,021,00011133021,39,33,39,39
0001,Álvaro Obregón,1133,022,00011133022,34,34,34,34
0001,Álvaro Obregón,1133,023,00011133023,0,0,0,0
0001,Álvaro Obregón,1133,024,00011133024,14,14,14,14
0001,Álvaro Obregón,1133,025,00011133025,37,37,37,37
0001,Álvaro Obregón,1133,026,00011133026,16,16,16,16
0001,Álvaro Obregón,1133,027,00011133027,114,114,114,114
0001,Álvaro Obregón,1133,028,00011133028,22,22,22,22
0001,Álvaro Obregón,1133,029,00011133029,160,159,160,160
0001,Álvaro Obregón,1133,030,00011133030,0,0,0,0
0001,Álvaro Obregón,1133,031,00011133031,31,31,31,31
0001,Álvaro Obregón,1133,032,00011133032,0,0,0,0
0001,Álvaro Obregón,1133,033,00011133033,40,40,40,40
0001,Álvaro Obregón,1133,037,00011133037,*,*,*,*
0001,Álvaro Obregón,1133,038,00011133038,0,0,0,0
0001,Álvaro Obregón,1148,002,00011148002,22,22,22,22
0001,Álvaro Obregón,1148,003,00011148003,27,27,27,27
0001,Álvaro Obregón,1148,004,00011148004,201,197,200,198
0001,Álvaro Obregón,1148,005,00011148005,24,24,24,24
0001,Álvaro Obregón,1148,006,00011148006,19,19,19,19
0001,Álvaro Obregón,1148,007,00011148007,36,36,36,36
0001,Álvaro Obregón,1148,008,00011148008,105,104,105,105
0001,Álvaro Obregón,1148,009,00011148009,28,28,28,28
0001,Álvaro Obregón,1148,010,00011148010,30,30,30,30
0001,Álvaro Obregón,1148,011,00011148011,0,0,0,0
0001,Álvaro Obregón,1148,012,00011148012,76,76,76,76
0001,Álvaro Obregón,1148,013,00011148013,44,43,44,44
0001,Álvaro Obregón,1148,015,00011148015,28,28,28,28
0001,Álvaro Obregón,1148,016,00011148016,41,40,41,41
0001,Álvaro Obregón,1148,017,00011148017,36,35,36,36
0001,Álvaro Obregón,1148,018,00011148018,8,9,9,8
0001,Álvaro Obregón,1148,019,00011148019,53,53,53,53
0001,Álvaro Obregón,1148,022,00011148022,29,27,29,29
0001,Álvaro Obregón,1148,023,00011148023,13,13,13,13
0001,Álvaro Obregón,1148,025,00011148025,14,14,14,14
0001,Álvaro Obregón,1148,030,00011148030,33,33,33,33
0001,Álvaro Obregón,1148,031,00011148031,41,38,41,41
0001,Álvaro Obregón,1148,032,00011148032,8,7,8,8
0001,Álvaro Obregón,1148,033,00011148033,0,0,0,0
0001,Álvaro Obregón,1148,034,00011148034,136,129,136,135
0001,Álvaro Obregón,1148,035,00011148035,21,21,21,21
0001,Álvaro Obregón,1148,036,00011148036,17,17,17,17
0001,Álvaro Obregón,1148,037,00011148037,50,50,50,50
0001,Álvaro Obregón,1148,038,00011148038,54,53,54,54
0001,Álvaro Obregón,1148,039,00011148039,35,35,35,35
0001,Álvaro Obregón,1148,040,00011148040,97,93,97,96
0001,Álvaro Obregón,1148,041,00011148041,23,22,23,23
0001,Álvaro Obregón,1148,042,00011148042,86,78,87,86
0001,Álvaro Obregón,1148,045,00011148045,30,29,30,29
0001,Álvaro Obregón,1148,046,00011148046,14,14,14,14
0001,Álvaro Obregón,1148,047,00011148047,6,6,6,6
0001,Álvaro Obregón,1148,048,00011148048,7,7,7,7
0001,Álvaro Obregón,1148,049,00011148049,15,15,15,15
0001,Álvaro Obregón,1148,052,00011148052,87,87,87,87
0001,Álvaro Obregón,1152,001,00011152001,29,29,29,29
0001,Álvaro Obregón,1152,002,00011152002,32,32,32,32
0001,Álvaro Obregón,1152,003,00011152003,82,82,82,82
0001,Álvaro Obregón,1152,005,00011152005,25,25,25,25
0001,Álvaro Obregón,1152,006,00011152006,45,45,45,45
0001,Álvaro Obregón,1152,008,00011152008,65,65,65,65
0001,Álvaro Obregón,1152,009,00011152009,27,27,27,27
0001,Álvaro Obregón,1152,011,00011152011,52,52,52,52
0001,Álvaro Obregón,1152,012,00011152012,27,27,27,27
0001,Álvaro Obregón,1152,013,00011152013,43,43,43,43
0001,Álvaro Obregón,1152,014,00011152014,65,65,65,65
0001,Álvaro Obregón,1152,015,00011152015,59,59,59,59
0001,Álvaro Obregón,1152,016,00011152016,51,51,51,51
0001,Álvaro Obregón,1152,017,00011152017,88,88,88,88
0001,Álvaro Obregón,1152,018,00011152018,45,45,45,45
0001,Álvaro Obregón,1152,019,00011152019,20,20,20,20
0001,Álvaro Obregón,1152,020,00011152020,10,10,10,10
0001,Álvaro Obregón,1152,023,00011152023,22,22,22,22
0001,Álvaro Obregón,1152,024,00011152024,18,18,18,18
0001,Álvaro Obregón,1152,030,00011152030,43,43,43,43
0001,Álvaro Obregón,1171,001,00011171001,266,266,266,266
0001,Álvaro Obregón,1171,002,00011171002,39,39,39,39
0001,Álvaro Obregón,1171,003,00011171003,95,94,89,89
0001,Álvaro Obregón,1171,004,00011171004,111,111,111,111
0001,Álvaro Obregón,1171,005,00011171005,263,252,263,261
0001,Álvaro Obregón,1171,006,00011171006,*,*,*,*
0001,Álvaro Obregón,1171,007,00011171007,103,103,103,103
0001,Álvaro Obregón,1171,008,00011171008,93,91,92,92
0001,Álvaro Obregón,1171,009,00011171009,259,256,258,258
0001,Álvaro Obregón,1171,017,00011171017,99,100,100,99
0001,Álvaro Obregón,1171,018,00011171018,63,63,63,63
0001,Álvaro Obregón,1171,022,00011171022,45,45,45,45
0001,Álvaro Obregón,1171,023,00011171023,76,76,76,76
0001,Álvaro Obregón,1171,025,00011171025,42,42,42,42
0001,Álvaro Obregón,1171,026,00011171026,24,24,24,24
0001,Álvaro Obregón,1171,030,00011171030,65,65,65,65
0001,Álvaro Obregón,1171,032,00011171032,58,58,58,58
0001,Álvaro Obregón,1171,033,00011171033,14,14,14,14
0001,Álvaro Obregón,1171,040,00011171040,212,212,212,212
0001,Álvaro Obregón,1171,042,00011171042,47,46,47,47
0001,Álvaro Obregón,1171,043,00011171043,9,9,9,9
0001,Álvaro Obregón,1171,044,00011171044,23,23,23,23
0001,Álvaro Obregón,1171,045,00011171045,54,54,54,54
0001,Álvaro Obregón,1171,049,00011171049,888,887,887,887
0001,Álvaro Obregón,1171,054,00011171054,33,33,33,33
0001,Álvaro Obregón,1171,055,00011171055,526,525,525,525
0001,Álvaro Obregón,1171,056,00011171056,34,33,34,33
0001,Álvaro Obregón,1171,058,00011171058,87,87,87,87
0001,Álvaro Obregón,1171,061,00011171061,13,13,13,13
0001,Álvaro Obregón,1171,063,00011171063,10,10,10,10
0001,Álvaro Obregón,1171,064,00011171064,59,59,59,59
0001,Álvaro Obregón,1171,065,00011171065,47,47,47,47
0001,Álvaro Obregón,1171,066,00011171066,60,60,60,60
0001,Álvaro Obregón,1171,067,00011171067,41,41,41,41
0001,Álvaro Obregón,1171,068,00011171068,28,28,28,28
0001,Álvaro Obregón,1171,069,00011171069,47,47,47,47
0001,Álvaro Obregón,1171,070,00011171070,40,40,40,40
0001,Álvaro Obregón,1171,071,00011171071,59,58,59,59
0001,Álvaro Obregón,1171,072,00011171072,43,43,43,43
0001,Álvaro Obregón,1171,073,00011171073,60,60,60,60
0001,Álvaro Obregón,1171,074,00011171074,55,55,55,55
0001,Álvaro Obregón,1171,075,00011171075,27,27,27,27
0001,Álvaro Obregón,1171,076,00011171076,162,161,162,162
0001,Álvaro Obregón,1171,077,00011171077,30,30,30,30
0001,Álvaro Obregón,1171,078,00011171078,12,12,12,12
0001,Álvaro Obregón,1171,079,00011171079,203,201,202,202
0001,Álvaro Obregón,1171,080,00011171080,0,0,0,0
0001,Álvaro Obregón,1186,001,00011186001,82,82,82,82
0001,Álvaro Obregón,1186,002,00011186002,54,54,54,54
0001,Álvaro Obregón,1186,003,00011186003,50,50,50,50
0001,Álvaro Obregón,1186,004,00011186004,231,231,231,231
0001,Álvaro Obregón,1186,005,00011186005,159,159,159,159
0001,Álvaro Obregón,1186,006,00011186006,28,28,28,28
0001,Álvaro Obregón,1186,007,00011186007,77,77,77,77
0001,Álvaro Obregón,1186,009,00011186009,49,49,49,49
0001,Álvaro Obregón,1186,010,00011186010,39,39,39,39
0001,Álvaro Obregón,1186,011,00011186011,59,59,59,59
0001,Álvaro Obregón,1186,012,00011186012,42,42,42,42
0001,Álvaro Obregón,1186,014,00011186014,19,19,19,19
0001,Álvaro Obregón,1186,016,00011186016,110,110,110,110
0001,Álvaro Obregón,1186,017,00011186017,117,117,117,117
0001,Álvaro Obregón,1186,018,00011186018,0,0,0,0
0001,Álvaro Obregón,1190,001,00011190001,41,41,41,41
0001,Álvaro Obregón,1190,002,00011190002,52,51,51,51
0001,Álvaro Obregón,1190,003,00011190003,43,43,43,43
0001,Álvaro Obregón,1190,004,00011190004,45,45,45,45
0001,Álvaro Obregón,1190,005,00011190005,132,132,132,132
0001,Álvaro Obregón,1190,006,00011190006,13,13,13,13
0001,Álvaro Obregón,1190,007,00011190007,75,75,75,75
0001,Álvaro Obregón,1190,008,00011190008,14,14,14,14
0001,Álvaro Obregón,1190,009,00011190009,73,73,73,73
0001,Álvaro Obregón,1190,010,00011190010,94,94,94,94
0001,Álvaro Obregón,1190,011,00011190011,76,76,76,76
0001,Álvaro Obregón,1190,012,00011190012,98,98,98,98
0001,Álvaro Obregón,1190,013,00011190013,0,0,0,0
0001,Álvaro Obregón,1190,014,00011190014,113,113,112,112
0001,Álvaro Obregón,1190,015,00011190015,100,100,100,100
0001,Álvaro Obregón,1190,016,00011190016,5,5,5,5
0001,Álvaro Obregón,1190,017,00011190017,15,15,15,15
0001,Álvaro Obregón,1190,018,00011190018,26,26,26,26
0001,Álvaro Obregón,1190,019,00011190019,25,25,25,25
0001,Álvaro Obregón,1190,020,00011190020,52,52,52,52
0001,Álvaro Obregón,1190,022,00011190022,8,8,8,8
0001,Álvaro Obregón,1190,024,00011190024,16,16,16,16
0001,Álvaro Obregón,1190,025,00011190025,10,10,10,10
0001,Álvaro Obregón,1190,026,00011190026,7,7,7,7
0001,Álvaro Obregón,1190,028,00011190028,58,58,58,58
0001,Álvaro Obregón,1190,029,00011190029,0,0,0,0
0001,Álvaro Obregón,1190,030,00011190030,9,9,9,9
0001,Álvaro Obregón,1203,001,00011203001,0,0,0,0
0001,Álvaro Obregón,1203,002,00011203002,*,*,*,*
0001,Álvaro Obregón,1203,003,00011203003,*,*,*,*
0001,Álvaro Obregón,1203,004,00011203004,18,18,18,18
0001,Álvaro Obregón,1203,005,00011203005,0,0,0,0
0001,Álvaro Obregón,1203,006,00011203006,0,0,0,0
0001,Álvaro Obregón,1203,007,00011203007,70,70,70,70
0001,Álvaro Obregón,1203,008,00011203008,0,0,0,0
0001,Álvaro Obregón,1203,009,00011203009,26,26,26,26
0001,Álvaro Obregón,1203,010,00011203010,11,11,11,11
0001,Álvaro Obregón,1203,011,00011203011,*,*,*,*
0001,Álvaro Obregón,1203,012,00011203012,22,20,22,22
0001,Álvaro Obregón,1203,013,00011203013,0,0,0,0
0001,Álvaro Obregón,1203,014,00011203014,3,3,3,3
0001,Álvaro Obregón,1203,015,00011203015,0,0,0,0
0001,Álvaro Obregón,1203,017,00011203017,0,0,0,0
0001,Álvaro Obregón,1203,018,00011203018,0,0,0,0
0001,Álvaro Obregón,1203,019,00011203019,*,*,*,*
0001,Álvaro Obregón,1203,020,00011203020,0,0,0,0
0001,Álvaro Obregón,1218,001,00011218001,51,51,51,51
0001,Álvaro Obregón,1218,002,00011218002,51,51,51,51
0001,Álvaro Obregón,1218,010,00011218010,21,21,21,21
0001,Álvaro Obregón,1218,011,00011218011,44,44,44,44
0001,Álvaro Obregón,1218,012,00011218012,10,10,10,10
0001,Álvaro Obregón,1218,013,00011218013,28,28,28,28
0001,Álvaro Obregón,1218,014,00011218014,0,0,0,0
0001,Álvaro Obregón,1218,015,00011218015,359,359,359,359
0001,Álvaro Obregón,1218,016,00011218016,21,21,21,21
0001,Álvaro Obregón,1218,018,00011218018,257,256,257,257
0001,Álvaro Obregón,1218,019,00011218019,24,24,24,24
0001,Álvaro Obregón,1218,023,00011218023,15,15,15,15
0001,Álvaro Obregón,1218,025,00011218025,28,28,28,28
0001,Álvaro Obregón,1218,028,00011218028,29,29,29,29
0001,Álvaro Obregón,1218,032,00011218032,9,9,9,9
0001,Álvaro Obregón,1218,033,00011218033,10,10,10,10
0001,Álvaro Obregón,1218,036,00011218036,24,24,24,24
0001,Álvaro Obregón,1218,040,00011218040,15,15,15,15
0001,Álvaro Obregón,1218,041,00011218041,18,18,18,18
0001,Álvaro Obregón,1218,042,00011218042,12,12,12,12
0001,Álvaro Obregón,1218,043,00011218043,8,8,8,8
0001,Álvaro Obregón,1222,001,00011222001,58,58,58,58
0001,Álvaro Obregón,1222,002,00011222002,65,65,65,65
0001,Álvaro Obregón,1222,003,00011222003,81,81,81,81
0001,Álvaro Obregón,1222,004,00011222004,123,123,123,123
0001,Álvaro Obregón,1222,005,00011222005,157,157,157,157
0001,Álvaro Obregón,1222,007,00011222007,6,6,6,6
0001,Álvaro Obregón,1222,008,00011222008,92,92,92,92
0001,Álvaro Obregón,1222,009,00011222009,24,24,24,24
0001,Álvaro Obregón,1222,010,00011222010,76,76,76,76
0001,Álvaro Obregón,1222,011,00011222011,11,11,11,11
0001,Álvaro Obregón,1222,012,00011222012,42,42,42,42
0001,Álvaro Obregón,1222,013,00011222013,12,12,12,12
0001,Álvaro Obregón,1222,015,00011222015,83,82,83,82
0001,Álvaro Obregón,1222,016,00011222016,56,56,56,56
0001,Álvaro Obregón,1222,017,00011222017,6,6,6,6
0001,Álvaro Obregón,1222,018,00011222018,36,36,36,36
0001,Álvaro Obregón,1222,019,00011222019,37,37,37,37
0001,Álvaro Obregón,1222,020,00011222020,26,26,26,26
0001,Álvaro Obregón,1222,021,00011222021,29,29,29,29
0001,Álvaro Obregón,1222,022,00011222022,5,5,5,5
0001,Álvaro Obregón,1222,023,00011222023,9,9,9,9
0001,Álvaro Obregón,1222,024,00011222024,44,44,44,44
0001,Álvaro Obregón,1222,026,00011222026,31,31,31,31
0001,Álvaro Obregón,1222,027,00011222027,13,13,13,13
0001,Álvaro Obregón,1222,028,00011222028,31,31,31,31
0001,Álvaro Obregón,1222,029,00011222029,0,0,0,0
0001,Álvaro Obregón,1222,030,00011222030,89,89,89,89
0001,Álvaro Obregón,1222,033,00011222033,9,9,9,9
0001,Álvaro Obregón,1222,034,00011222034,10,10,10,10
0001,Álvaro Obregón,1222,035,00011222035,15,15,15,15
0001,Álvaro Obregón,1222,036,00011222036,15,15,15,15
0001,Álvaro Obregón,1222,037,00011222037,133,132,132,132
0001,Álvaro Obregón,1237,001,00011237001,25,25,25,25
0001,Álvaro Obregón,1237,002,00011237002,33,33,33,33
0001,Álvaro Obregón,1237,003,00011237003,168,168,168,168
0001,Álvaro Obregón,1237,004,00011237004,36,36,36,36
0001,Álvaro Obregón,1237,005,00011237005,27,27,27,27
0001,Álvaro Obregón,1237,006,00011237006,81,81,81,81
0001,Álvaro Obregón,1237,009,00011237009,35,35,35,35
