LOC,NOM_LOC,AGEB,MZA,CVE_MZA1,VPH_C_ELEC,VPH_AEASP,VPH_DRENAJ,VPH_C_SERV
0001,Azcapotzalco,0010,001,00010010001,48,48,48,48
0001,Azcapotzalco,0010,002,00010010002,42,42,42,42
0001,Azcapotzalco,0010,003,00010010003,32,32,32,32
0001,Azcapotzalco,0010,004,00010010004,42,42,42,42
0001,Azcapotzalco,0010,005,00010010005,45,45,45,45
0001,Azcapotzalco,0010,006,00010010006,38,38,38,38
0001,Azcapotzalco,0010,007,00010010007,50,50,50,50
0001,Azcapotzalco,0010,008,00010010008,31,31,31,31
0001,Azcapotzalco,0010,009,00010010009,33,33,33,33
0001,Azcapotzalco,0010,011,00010010011,0,0,0,0
0001,Azcapotzalco,0010,012,00010010012,53,53,53,53
0001,Azcapotzalco,0010,013,00010010013,54,54,54,54
0001,Azcapotzalco,0010,014,00010010014,62,62,62,62
0001,Azcapotzalco,0010,015,00010010015,44,44,44,44
0001,Azcapotzalco,0010,019,00010010019,0,0,0,0
0001,Azcapotzalco,0010,020,00010010020,*,*,*,*
0001,Azcapotzalco,0010,021,00010010021,47,47,47,47
0001,Azcapotzalco,0010,022,00010010022,34,34,34,34
0001,Azcapotzalco,0010,023,00010010023,21,21,21,21
0001,Azcapotzalco,0010,024,00010010024,20,20,20,20
0001,Azcapotzalco,0010,025,00010010025,40,40,40,40
0001,Azcapotzalco,0010,026,00010010026,*,*,*,*
0001,Azcapotzalco,0010,027,00010010027,63,63,63,63
0001,Azcapotzalco,0010,028,00010010028,28,28,28,28
0001,Azcapotzalco,0010,029,00010010029,35,35,35,35
0001,Azcapotzalco,0010,030,00010010030,*,*,*,*
0001,Azcapotzalco,0025,001,00010025001,*,*,*,*
0001,Azcapotzalco,0025,002,00010025002,0,0,0,0
0001,Azcapotzalco,0025,003,00010025003,*,*,*,*
0001,Azcapotzalco,0025,005,00010025005,*,*,*,*
0001,Azcapotzalco,0025,006,00010025006,35,35,35,35
0001,Azcapotzalco,0025,007,00010025007,37,37,37,37
0001,Azcapotzalco,0025,008,00010025008,27,27,27,27
0001,Azcapotzalco,0025,009,00010025009,28,28,28,28
0001,Azcapotzalco,0025,010,00010025010,18,18,18,18
0001,Azcapotzalco,0025,011,00010025011,30,21,30,30
0001,Azcapotzalco,0025,012,00010025012,56,56,56,56
0001,Azcapotzalco,0025,013,00010025013,47,47,47,47
0001,Azcapotzalco,0025,014,00010025014,34,34,34,34
0001,Azcapotzalco,0025,015,00010025015,37,37,37,37
0001,Azcapotzalco,0025,016,00010025016,18,18,18,18
0001,Azcapotzalco,0025,017,00010025017,73,73,73,73
0001,Azcapotzalco,0025,018,00010025018,48,48,48,48
0001,Azcapotzalco,0025,019,00010025019,64,64,64,64
0001,Azcapotzalco,0025,021,00010025021,36,36,36,36
0001,Azcapotzalco,0025,022,00010025022,68,68,68,68
0001,Azcapotzalco,0025,023,00010025023,29,29,29,29
0001,Azcapotzalco,0025,024,00010025024,9,9,9,9
0001,Azcapotzalco,0025,025,00010025025,28,28,28,28
0001,Azcapotzalco,0025,026,00010025026,48,48,48,48
0001,Azcapotzalco,0025,027,00010025027,35,35,35,35
0001,Azcapotzalco,0025,028,00010025028,36,36,36,36
0001,Azcapotzalco,0025,029,00010025029,60,60,60,60
0001,Azcapotzalco,0025,030,00010025030,26,26,26,26
0001,Azcapotzalco,0025,031,00010025031,68,68,68,68
0001,Azcapotzalco,0025,032,00010025032,10,8,10,10
0001,Azcapotzalco,0025,033,00010025033,45,45,45,45
0001,Azcapotzalco,0025,034,00010025034,107,107,107,107
0001,Azcapotzalco,0025,035,00010025035,114,114,114,114
0001,Azcapotzalco,0025,036,00010025036,274,273,274,274
0001,Azcapotzalco,0025,037,00010025037,40,33,40,40
0001,Azcapotzalco,0025,038,00010025038,31,31,31,31
0001,Azcapotzalco,0025,039,00010025039,18,18,18,18
0001,Azcapotzalco,0025,040,00010025040,10,10,10,10
0001,Azcapotzalco,0025,041,00010025041,11,11,11,11
0001,Azcapotzalco,0025,042,00010025042,5,4,5,5
0001,Azcapotzalco,0025,043,00010025043,10,10,10,10
0001,Azcapotzalco,0025,044,00010025044,11,11,11,11
0001,Azcapotzalco,0025,045,00010025045,0,0,0,0
0001,Azcapotzalco,0025,047,00010025047,74,74,74,74
0001,Azcapotzalco,0025,048,00010025048,0,0,0,0
0001,Azcapotzalco,0025,049,00010025049,0,0,0,0
0001,Azcapotzalco,0025,050,00010025050,0,0,0,0
0001,Azcapotzalco,0025,051,00010025051,0,0,0,0
0001,Azcapotzalco,0025,052,00010025052,0,0,0,0
0001,Azcapotzalco,0025,053,00010025053,0,0,0,0
0001,Azcapotzalco,0025,054,00010025054,0,0,0,0
0001,Azcapotzalco,003A,001,0001003A001,75,75,75,75
0001,Azcapotzalco,003A,002,0001003A002,27,27,27,27
0001,Azcapotzalco,003A,003,0001003A003,50,50,50,50
0001,Azcapotzalco,003A,004,0001003A004,37,37,37,37
0001,Azcapotzalco,003A,005,0001003A005,29,29,29,29
0001,Azcapotzalco,003A,006,0001003A006,30,30,30,30
0001,Azcapotzalco,003A,007,0001003A007,77,77,77,77
0001,Azcapotzalco,003A,008,0001003A008,55,55,55,55
0001,Azcapotzalco,003A,009,0001003A009,45,45,45,45
0001,Azcapotzalco,003A,010,0001003A010,73,73,73,73
0001,Azcapotzalco,003A,011,0001003A011,29,29,29,29
0001,Azcapotzalco,003A,012,0001003A012,36,36,36,36
0001,Azcapotzalco,003A,013,0001003A013,44,44,44,44
0001,Azcapotzalco,003A,014,0001003A014,33,33,33,33
0001,Azcapotzalco,003A,015,0001003A015,25,25,25,25
0001,Azcapotzalco,003A,016,0001003A016,19,19,19,19
0001,Azcapotzalco,003A,017,0001003A017,23,23,23,23
0001,Azcapotzalco,003A,018,0001003A018,53,53,53,53
0001,Azcapotzalco,003A,019,0001003A019,*,*,*,*
0001,Azcapotzalco,003A,020,0001003A020,74,74,74,74
0001,Azcapotzalco,003A,021,0001003A021,49,49,49,49
0001,Azcapotzalco,003A,022,0001003A022,58,58,58,58
0001,Azcapotzalco,003A,023,0001003A023,0,0,0,0
0001,Azcapotzalco,003A,024,0001003A024,0,0,0,0
0001,Azcapotzalco,003A,025,0001003A025,49,49,49,49
0001,Azcapotzalco,003A,026,0001003A026,38,38,38,38
0001,Azcapotzalco,003A,027,0001003A027,18,18,18,18
0001,Azcapotzalco,003A,028,0001003A028,20,20,20,20
0001,Azcapotzalco,003A,029,0001003A029,78,78,78,78
0001,Azcapotzalco,003A,031,0001003A031,19,19,19,19
0001,Azcapotzalco,003A,033,0001003A033,20,20,20,20
0001,Azcapotzalco,003A,035,0001003A035,0,0,0,0
0001,Azcapotzalco,003A,036,0001003A036,0,0,0,0
0001,Azcapotzalco,0044,001,00010044001,3,3,3,3
0001,Azcapotzalco,0044,002,00010044002,34,34,34,34
0001,Azcapotzalco,0044,003,00010044003,29,29,29,29
0001,Azcapotzalco,0044,004,00010044004,55,55,55,55
0001,Azcapotzalco,0044,005,00010044005,*,*,*,*
0001,Azcapotzalco,0044,007,00010044007,39,39,39,39
0001,Azcapotzalco,0044,008,00010044008,51,50,51,51
0001,Azcapotzalco,0044,009,00010044009,42,37,42,42
0001,Azcapotzalco,0044,010,00010044010,41,41,41,41
0001,Azcapotzalco,0044,011,00010044011,34,34,34,34
0001,Azcapotzalco,0044,012,00010044012,0,0,0,0
0001,Azcapotzalco,0044,013,00010044013,*,*,*,*
0001,Azcapotzalco,0044,014,00010044014,19,19,19,19
0001,Azcapotzalco,0044,015,00010044015,19,19,19,19
0001,Azcapotzalco,0044,016,00010044016,59,56,59,59
0001,Azcapotzalco,0044,017,00010044017,22,22,22,22
0001,Azcapotzalco,0044,018,00010044018,36,36,36,36
0001,Azcapotzalco,0044,019,00010044019,17,17,17,17
0001,Azcapotzalco,0044,020,00010044020,18,17,18,18
0001,Azcapotzalco,0044,021,00010044021,29,29,29,29
0001,Azcapotzalco,0044,022,00010044022,12,12,12,12
0001,Azcapotzalco,0044,023,00010044023,10,10,10,10
0001,Azcapotzalco,0044,024,00010044024,12,12,12,12
0001,Azcapotzalco,0044,025,00010044025,12,12,12,12
0001,Azcapotzalco,0044,026,00010044026,12,12,12,12
0001,Azcapotzalco,0044,027,00010044027,71,71,71,71
0001,Azcapotzalco,0044,028,00010044028,48,48,48,48
0001,Azcapotzalco,0044,029,00010044029,27,26,27,27
0001,Azcapotzalco,0044,030,00010044030,20,20,20,20
0001,Azcapotzalco,0044,031,00010044031,76,76,76,76
0001,Azcapotzalco,0044,032,00010044032,20,20,20,20
0001,Azcapotzalco,0044,033,00010044033,58,58,58,58
0001,Azcapotzalco,0044,034,00010044034,46,46,46,46
0001,Azcapotzalco,0044,035,00010044035,16,16,16,16
0001,Azcapotzalco,0044,036,00010044036,94,94,94,94
0001,Azcapotzalco,0044,037,00010044037,77,77,77,77
0001,Azcapotzalco,0044,038,00010044038,60,60,60,60
0001,Azcapotzalco,0044,039,00010044039,30,30,30,30
0001,Azcapotzalco,0044,041,00010044041,77,76,77,77
0001,Azcapotzalco,0044,043,00010044043,11,11,11,11
0001,Azcapotzalco,0044,044,00010044044,12,11,12,12
0001,Azcapotzalco,0044,045,00010044045,0,0,0,0
0001,Azcapotzalco,0044,046,00010044046,19,19,19,19
0001,Azcapotzalco,0044,047,00010044047,20,20,20,20
0001,Azcapotzalco,0044,048,00010044048,0,0,0,0
0001,Azcapotzalco,0044,049,00010044049,0,0,0,0
0001,Azcapotzalco,0097,001,00010097001,69,69,69,69
0001,Azcapotzalco,0097,002,00010097002,0,0,0,0
0001,Azcapotzalco,0097,003,00010097003,22,22,22,22
0001,Azcapotzalco,0097,004,00010097004,21,21,21,21
0001,Azcapotzalco,0097,005,00010097005,45,45,45,45
0001,Azcapotzalco,0097,006,00010097006,36,36,36,36
0001,Azcapotzalco,0097,007,00010097007,34,34,34,34
0001,Azcapotzalco,0097,008,00010097008,22,22,22,22
0001,Azcapotzalco,0097,009,00010097009,25,25,25,25
0001,Azcapotzalco,0097,010,00010097010,25,25,25,25
0001,Azcapotzalco,0097,011,00010097011,23,23,23,23
0001,Azcapotzalco,0097,012,00010097012,42,42,42,42
0001,Azcapotzalco,0097,013,00010097013,56,56,56,56
0001,Azcapotzalco,0097,014,00010097014,0,0,0,0
0001,Azcapotzalco,0097,015,00010097015,*,*,*,*
0001,Azcapotzalco,0097,016,00010097016,0,0,0,0
0001,Azcapotzalco,0097,017,00010097017,76,76,76,76
0001,Azcapotzalco,0097,018,00010097018,*,*,*,*
0001,Azcapotzalco,0097,019,00010097019,33,33,33,33
0001,Azcapotzalco,0097,021,00010097021,49,49,49,49
0001,Azcapotzalco,0097,022,00010097022,14,14,14,14
0001,Azcapotzalco,0097,024,00010097024,0,0,0,0
0001,Azcapotzalco,0097,025,00010097025,0,0,0,0
0001,Azcapotzalco,0097,026,00010097026,0,0,0,0
0001,Azcapotzalco,0097,027,00010097027,*,*,*,*
0001,Azcapotzalco,010A,001,0001010A001,0,0,0,0
0001,Azcapotzalco,010A,002,0001010A002,30,30,30,30
0001,Azcapotzalco,010A,003,0001010A003,32,31,32,32
0001,Azcapotzalco,010A,004,0001010A004,18,18,18,18
0001,Azcapotzalco,010A,005,0001010A005,0,0,0,0
0001,Azcapotzalco,010A,006,0001010A006,42,42,42,42
0001,Azcapotzalco,010A,007,0001010A007,21,21,21,21
0001,Azcapotzalco,010A,008,0001010A008,30,30,30,30
0001,Azcapotzalco,010A,010,0001010A010,29,29,29,29
0001,Azcapotzalco,010A,011,0001010A011,33,33,33,33
0001,Azcapotzalco,010A,013,0001010A013,28,28,28,28
0001,Azcapotzalco,010A,014,0001010A014,79,79,79,79
0001,Azcapotzalco,010A,015,0001010A015,41,41,41,41
0001,Azcapotzalco,010A,016,0001010A016,48,48,48,48
0001,Azcapotzalco,010A,017,0001010A017,18,18,18,18
0001,Azcapotzalco,010A,018,0001010A018,28,28,28,28
0001,Azcapotzalco,010A,019,0001010A019,22,22,22,22
0001,Azcapotzalco,010A,020,0001010A020,32,32,32,32
0001,Azcapotzalco,010A,021,0001010A021,23,23,23,23
0001,Azcapotzalco,010A,022,0001010A022,42,42,42,42
0001,Azcapotzalco,010A,023,0001010A023,25,25,25,25
0001,Azcapotzalco,010A,024,0001010A024,39,39,39,39
0001,Azcapotzalco,010A,025,0001010A025,12,12,12,12
0001,Azcapotzalco,010A,026,0001010A026,12,12,12,12
0001,Azcapotzalco,010A,027,0001010A027,11,11,11,11
0001,Azcapotzalco,010A,028,0001010A028,10,10,10,10
0001,Azcapotzalco,010A,029,0001010A029,10,10,10,10
0001,Azcapotzalco,010A,030,0001010A030,10,10,10,10
0001,Azcapotzalco,010A,031,0001010A031,11,11,11,11
0001,Azcapotzalco,010A,032,0001010A032,12,12,12,12
0001,Azcapotzalco,010A,033,0001010A033,23,23,23,23
0001,Azcapotzalco,010A,034,0001010A034,23,23,23,23
0001,Azcapotzalco,010A,036,0001010A036,20,20,20,20
0001,Azcapotzalco,010A,037,0001010A037,23,23,23,23
0001,Azcapotzalco,010A,038,0001010A038,41,41,41,41
0001,Azcapotzalco,010A,039,0001010A039,7,7,7,7
0001,Azcapotzalco,010A,040,0001010A040,*,*,*,*
0001,Azcapotzalco,010A,041,0001010A041,24,24,24,24
0001,Azcapotzalco,0114,001,00010114001,135,135,135,135
0001,Azcapotzalco,0114,002,00010114002,30,30,30,30
0001,Azcapotzalco,0114,003,00010114003,434,432,434,432
0001,Azcapotzalco,0114,004,00010114004,32,31,32,32
0001,Azcapotzalco,0114,006,00010114006,31,31,31,31
0001,Azcapotzalco,0114,007,00010114007,34,34,34,34
0001,Azcapotzalco,0114,008,00010114008,60,59,60,60
0001,Azcapotzalco,0114,009,00010114009,9,9,9,9
0001,Azcapotzalco,0114,010,00010114010,0,0,0,0
0001,Azcapotzalco,0114,011,00010114011,66,66,66,66
0001,Azcapotzalco,0114,014,00010114014,180,180,180,180
0001,Azcapotzalco,0114,015,00010114015,26,25,26,25
0001,Azcapotzalco,0114,016,00010114016,38,37,38,37
0001,Azcapotzalco,0114,017,00010114017,4,4,4,4
0001,Azcapotzalco,0114,018,00010114018,297,296,297,297
0001,Azcapotzalco,0114,019,00010114019,*,*,*,*
0001,Azcapotzalco,0114,021,00010114021,224,224,224,224
0001,Azcapotzalco,0114,022,00010114022,35,35,35,35
0001,Azcapotzalco,0114,023,00010114023,71,70,71,71
0001,Azcapotzalco,0114,024,00010114024,28,28,28,28
0001,Azcapotzalco,0114,025,00010114025,36,36,36,36
0001,Azcapotzalco,0114,026,00010114026,0,0,0,0
0001,Azcapotzalco,0114,027,00010114027,4,4,4,4
0001,Azcapotzalco,0114,028,00010114028,72,72,72,72
0001,Azcapotzalco,0114,029,00010114029,11,11,11,11
0001,Azcapotzalco,0114,030,00010114030,12,12,12,12
0001,Azcapotzalco,0114,031,00010114031,12,12,12,12
0001,Azcapotzalco,0114,032,00010114032,4,4,4,4
0001,Azcapotzalco,0114,033,00010114033,23,23,23,23
0001,Azcapotzalco,0114,034,00010114034,24,24,24,24
0001,Azcapotzalco,0114,035,00010114035,22,22,22,22
0001,Azcapotzalco,0114,036,00010114036,12,12,12,12
0001,Azcapotzalco,0114,037,00010114037,21,21,21,21
0001,Azcapotzalco,0114,038,00010114038,24,24,24,24
0001,Azcapotzalco,0114,039,00010114039,24,24,24,24
0001,Azcapotzalco,0114,040,00010114040,20,20,20,20
0001,Azcapotzalco,0114,041,00010114041,9,9,9,9
0001,Azcapotzalco,0114,042,00010114042,12,12,12,12
0001,Azcapotzalco,0114,044,00010114044,68,68,68,68
0001,Azcapotzalco,0114,045,00010114045,79,79,79,79
0001,Azcapotzalco,0114,046,00010114046,73,73,73,73
0001,Azcapotzalco,0114,047,00010114047,72,72,72,72
0001,Azcapotzalco,0114,048,00010114048,79,79,79,79
0001,Azcapotzalco,0114,049,00010114049,78,78,78,78
0001,Azcapotzalco,0114,050,00010114050,77,77,77,77
0001,Azcapotzalco,0114,051,00010114051,68,68,68,68
0001,Azcapotzalco,0114,052,00010114052,66,66,66,66
0001,Azcapotzalco,0114,053,00010114053,69,69,69,69
0001,Azcapotzalco,0114,054,00010114054,70,70,70,70
0001,Azcapotzalco,0114,055,00010114055,73,73,73,73
0001,Azcapotzalco,0114,056,00010114056,75,75,75,75
0001,Azcapotzalco,0129,001,00010129001,442,441,442,441
0001,Azcapotzalco,0129,004,00010129004,0,0,0,0
0001,Azcapotzalco,0129,007,00010129007,*,*,*,*
0001,Azcapotzalco,0129,008,00010129008,*,*,*,*
0001,Azcapotzalco,0129,009,00010129009,*,*,*,*
0001,Azcapotzalco,0129,010,00010129010,35,35,35,35
0001,Azcapotzalco,0129,011,00010129011,45,45,45,45
0001,Azcapotzalco,0129,012,00010129012,82,82,82,82
0001,Azcapotzalco,0129,013,00010129013,42,42,42,42
0001,Azcapotzalco,0129,014,00010129014,8,8,8,8
0001,Azcapotzalco,0129,015,00010129015,35,35,35,35
0001,Azcapotzalco,0129,016,00010129016,42,42,42,42
0001,Azcapotzalco,0129,017,00010129017,66,66,66,66
0001,Azcapotzalco,0129,018,00010129018,52,52,52,52
0001,Azcapotzalco,0129,019,00010129019,66,66,66,66
0001,Azcapotzalco,0129,020,00010129020,37,37,37,37
0001,Azcapotzalco,0129,021,00010129021,63,63,63,63
0001,Azcapotzalco,0129,022,00010129022,41,41,41,41
0001,Azcapotzalco,0129,023,00010129023,63,63,63,63
0001,Azcapotzalco,0129,024,00010129024,58,58,58,58
0001,Azcapotzalco,0129,025,00010129025,32,32,32,32
0001,Azcapotzalco,0129,026,00010129026,38,38,38,38
0001,Azcapotzalco,0129,027,00010129027,64,64,64,64
0001,Azcapotzalco,0129,028,00010129028,10,10,10,10
0001,Azcapotzalco,0129,029,00010129029,63,63,63,63
0001,Azcapotzalco,0129,030,00010129030,21,21,21,21
0001,Azcapotzalco,0129,031,00010129031,24,24,24,24
0001,Azcapotzalco,0129,032,00010129032,20,20,20,20
0001,Azcapotzalco,0129,033,00010129033,20,20,20,20
0001,Azcapotzalco,0129,034,00010129034,348,348,348,348
0001,Azcapotzalco,0129,035,00010129035,0,0,0,0
0001,Azcapotzalco,0129,036,00010129036,0,0,0,0
0001,Azcapotzalco,0129,037,00010129037,10,10,10,10
0001,Azcapotzalco,0129,038,00010129038,*,*,*,*
0001,Azcapotzalco,0133,001,00010133001,13,13,13,13
0001,Azcapotzalco,0133,002,00010133002,7,7,7,7
0001,Azcapotzalco,0133,003,00010133003,6,6,6,6
0001,Azcapotzalco,0133,004,00010133004,194,192,194,194
0001,Azcapotzalco,0133,005,00010133005,26,26,26,26
0001,Azcapotzalco,0133,006,00010133006,134,134,134,134
0001,Azcapotzalco,0133,007,00010133007,313,310,313,310
0001,Azcapotzalco,0133,008,00010133008,109,109,109,109
0001,Azcapotzalco,0133,009,00010133009,159,158,159,159
0001,Azcapotzalco,0133,012,00010133012,31,31,31,31
0001,Azcapotzalco,0133,013,00010133013,308,306,308,308
0001,Azcapotzalco,0133,020,00010133020,128,128,128,128
0001,Azcapotzalco,0133,021,00010133021,54,54,54,54
0001,Azcapotzalco,0133,022,00010133022,94,94,94,94
0001,Azcapotzalco,0133,025,00010133025,21,21,21,21
0001,Azcapotzalco,0133,028,00010133028,140,139,140,140
0001,Azcapotzalco,0133,029,00010133029,32,32,32,32
0001,Azcapotzalco,0133,030,00010133030,38,38,38,38
0001,Azcapotzalco,0133,031,00010133031,38,38,38,38
0001,Azcapotzalco,0133,032,00010133032,29,29,29,29
0001,Azcapotzalco,0133,033,00010133033,11,11,11,11
0001,Azcapotzalco,0133,034,00010133034,6,6,6,6
0001,Azcapotzalco,0133,035,00010133035,6,6,6,6
0001,Azcapotzalco,0133,036,00010133036,5,5,5,5
0001,Azcapotzalco,0133,037,00010133037,10,10,10,10
0001,Azcapotzalco,0133,038,00010133038,4,4,4,4
0001,Azcapotzalco,0133,039,00010133039,6,6,6,6
0001,Azcapotzalco,0133,040,00010133040,12,12,12,12
0001,Azcapotzalco,0133,041,00010133041,6,6,6,6
0001,Azcapotzalco,0133,042,00010133042,8,8,8,8
0001,Azcapotzalco,0133,043,00010133043,9,9,9,9
0001,Azcapotzalco,0133,044,00010133044,9,9,9,9
0001,Azcapotzalco,0133,045,00010133045,9,9,9,9
0001,Azcapotzalco,0133,046,00010133046,10,10,10,10
0001,Azcapotzalco,0133,047,00010133047,6,6,6,6
0001,Azcapotzalco,0148,001,00010148001,0,0,0,0
0001,Azcapotzalco,0148,002,00010148002,15,15,15,15
0001,Azcapotzalco,0148,003,00010148003,25,25,25,25
0001,Azcapotzalco,0148,004,00010148004,16,16,16,16
0001,Azcapotzalco,0148,005,00010148005,28,28,28,28
0001,Azcapotzalco,0148,006,00010148006,17,17,17,17
0001,Azcapotzalco,0148,007,00010148007,*,*,*,*
0001,Azcapotzalco,0148,008,00010148008,19,19,19,19
0001,Azcapotzalco,0148,009,00010148009,16,16,16,16
0001,Azcapotzalco,0148,010,00010148010,15,15,15,15
0001,Azcapotzalco,0148,011,00010148011,67,67,67,67
0001,Azcapotzalco,0148,012,00010148012,15,15,15,15
0001,Azcapotzalco,0148,013,00010148013,24,24,24,24
0001,Azcapotzalco,0148,015,00010148015,15,15,15,15
0001,Azcapotzalco,0148,016,00010148016,24,24,24,24
0001,Azcapotzalco,0148,017,00010148017,35,35,35,35
0001,Azcapotzalco,0148,018,00010148018,33,33,33,33
0001,Azcapotzalco,0148,019,00010148019,22,22,22,22
0001,Azcapotzalco,0148,022,00010148022,23,23,23,23
0001,Azcapotzalco,0148,023,00010148023,15,15,15,15
0001,Azcapotzalco,0148,024,00010148024,19,19,19,19
0001,Azcapotzalco,0148,025,00010148025,30,30,30,30
0001,Azcapotzalco,0148,026,00010148026,20,20,20,20
0001,Azcapotzalco,0148,027,00010148027,26,26,26,26
0001,Azcapotzalco,0148,028,00010148028,19,19,19,19
0001,Azcapotzalco,0148,029,00010148029,104,103,104,104
0001,Azcapotzalco,0148,030,00010148030,*,*,*,*
0001,Azcapotzalco,0148,031,00010148031,7,7,7,7
0001,Azcapotzalco,0148,032,00010148032,17,17,17,17
0001,Azcapotzalco,0148,033,00010148033,14,14,14,14
0001,Azcapotzalco,0148,034,00010148034,14,14,14,14
0001,Azcapotzalco,0148,035,00010148035,19,19,19,19
0001,Azcapotzalco,0148,036,00010148036,19,19,19,19
0001,Azcapotzalco,0148,037,00010148037,16,16,16,16
0001,Azcapotzalco,0167,002,00010167002,44,44,44,44
0001,Azcapotzalco,0167,003,00010167003,37,37,37,37
0001,Azcapotzalco,0167,004,00010167004,25,23,25,23
0001,Azcapotzalco,0167,005,00010167005,45,45,45,45
0001,Azcapotzalco,0167,006,00010167006,99,99,99,99
0001,Azcapotzalco,0167,007,00010167007,41,41,41,41
0001,Azcapotzalco,0167,008,00010167008,29,29,29,29
0001,Azcapotzalco,0167,009,00010167009,55,55,55,55
0001,Azcapotzalco,0167,010,00010167010,23,23,23,23
0001,Azcapotzalco,0167,011,00010167011,11,11,11,11
0001,Azcapotzalco,0167,012,00010167012,120,120,120,120
0001,Azcapotzalco,0167,013,00010167013,35,35,35,35
0001,Azcapotzalco,0167,014,00010167014,37,37,37,37
0001,Azcapotzalco,0167,015,00010167015,7,7,7,7
0001,Azcapotzalco,0167,016,00010167016,17,17,17,17
0001,Azcapotzalco,0167,017,00010167017,98,98,98,98
0001,Azcapotzalco,0167,018,00010167018,15,15,15,15
0001,Azcapotzalco,0167,019,00010167019,10,10,10,10
0001,Azcapotzalco,0167,020,00010167020,22,22,22,22
0001,Azcapotzalco,0167,021,00010167021,40,40,40,40
0001,Azcapotzalco,0167,022,00010167022,56,56,55,55
0001,Azcapotzalco,0167,023,00010167023,42,42,42,42
0001,Azcapotzalco,0167,024,00010167024,7,7,7,7
0001,Azcapotzalco,0171,002,00010171002,0,0,0,0
0001,Azcapotzalco,0171,003,00010171003,*,*,*,*
0001,Azcapotzalco,0171,005,00010171005,0,0,0,0
0001,Azcapotzalco,0171,006,00010171006,9,9,9,9
0001,Azcapotzalco,0171,007,00010171007,11,11,11,11
0001,Azcapotzalco,0171,008,00010171008,29,29,29,29
0001,Azcapotzalco,0171,009,00010171009,12,12,12,12
0001,Azcapotzalco,0171,010,00010171010,29,29,29,29
0001,Azcapotzalco,0171,011,00010171011,10,10,10,10
0001,Azcapotzalco,0171,012,00010171012,24,24,24,24
0001,Azcapotzalco,0171,013,00010171013,7,7,7,7
0001,Azcapotzalco,0171,016,00010171016,10,10,10,10
0001,Azcapotzalco,0171,017,00010171017,12,12,12,12
0001,Azcapotzalco,0171,018,00010171018,63,63,63,63
0001,Azcapotzalco,0171,019,00010171019,65,64,65,65
0001,Azcapotzalco,0171,020,00010171020,9,9,9,9
0001,Azcapotzalco,0171,021,00010171021,61,61,61,61
0001,Azcapotzalco,0171,022,00010171022,8,8,8,8
0001,Azcapotzalco,0171,023,00010171023,64,64,64,64
0001,Azcapotzalco,0171,024,00010171024,11,11,11,11
0001,Azcapotzalco,0171,025,00010171025,10,10,10,10
0001,Azcapotzalco,0171,026,00010171026,11,11,11,11
0001,Azcapotzalco,0171,027,00010171027,11,11,11,11
0001,Azcapotzalco,0171,028,00010171028,28,28,28,28
0001,Azcapotzalco,0171,029,00010171029,9,9,9,9
0001,Azcapotzalco,0171,030,00010171030,10,10,10,10
0001,Azcapotzalco,0171,031,00010171031,64,64,64,64
0001,Azcapotzalco,0171,032,00010171032,12,12,12,12
0001,Azcapotzalco,0171,033,00010171033,30,30,30,30
0001,Azcapotzalco,0171,034,00010171034,10,10,10,10
0001,Azcapotzalco,0171,035,00010171035,64,64,64,64
0001,Azcapotzalco,0171,036,00010171036,0,0,0,0
0001,Azcapotzalco,0171,037,00010171037,0,0,0,0
0001,Azcapotzalco,0186,001,00010186001,0,0,0,0
0001,Azcapotzalco,0186,002,00010186002,43,43,43,43
0001,Azcapotzalco,0186,003,00010186003,33,33,33,33
0001,Azcapotzalco,0186,004,00010186004,34,34,34,34
0001,Azcapotzalco,0186,005,00010186005,7,7,7,7
0001,Azcapotzalco,0186,006,00010186006,47,47,47,47
0001,Azcapotzalco,0186,007,00010186007,46,46,46,46
0001,Azcapotzalco,0186,008,00010186008,3,3,3,3
0001,Azcapotzalco,0186,009,00010186009,126,126,126,126
0001,Azcapotzalco,0186,010,00010186010,134,132,134,134
0001,Azcapotzalco,0186,011,00010186011,80,80,80,80
0001,Azcapotzalco,0186,012,00010186012,87,87,87,87
0001,Azcapotzalco,0186,013,00010186013,198,198,198,198
0001,Azcapotzalco,0186,015,00010186015,*,*,*,*
0001,Azcapotzalco,0186,016,00010186016,127,126,127,127
0001,Azcapotzalco,0186,017,00010186017,36,35,36,36
0001,Azcapotzalco,0186,018,00010186018,11,11,11,11
0001,Azcapotzalco,0186,019,00010186019,38,38,38,38
0001,Azcapotzalco,0186,020,00010186020,7,7,7,7
0001,Azcapotzalco,0186,021,00010186021,23,23,23,23
0001,Azcapotzalco,0186,022,00010186022,14,14,14,14
0001,Azcapotzalco,0186,023,00010186023,13,13,13,13
0001,Azcapotzalco,0186,024,00010186024,22,22,22,22
0001,Azcapotzalco,0186,028,00010186028,21,21,21,21
0001,Azcapotzalco,0186,029,00010186029,0,0,0,0
0001,Azcapotzalco,0186,030,00010186030,6,6,6,6
0001,Azcapotzalco,0186,031,00010186031,1258,1253,1258,1258
0001,Azcapotzalco,0186,032,00010186032,340,340,341,340
0001,Azcapotzalco,0186,033,00010186033,4,4,4,4
0001,Azcapotzalco,0186,034,00010186034,210,210,210,210
0001,Azcapotzalco,0186,037,00010186037,*,*,*,*
0001,Azcapotzalco,0186,038,00010186038,0,0,0,0
