ID,calle_colo,delegacion,cp,tipo,precio,moneda,lat,lon,AREA_CONST,RECAMARAS,BANOS,No_de_piso,Edad_inmue,Jardin,Cisterna,Seguridad,Zona priva,Alberca,Lavanderí,Terraza,Gimnasio,Cuarto de,Chimenea,Sótano,Aire acond,Elevador,Urbanizado,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,TIPOMZA,CVE_MZA1,CPV_VIVTOT,CPV_VPH_C_,CPV_VPH_AE,CPV_VPH_DR,CPV_VPH__1,CPV_Prop_e,CPV_Prop_a,CPV_Prop_d,CPV_Prop_s
28661744,Av. Cuauhtémoc,Cuauhtémoc,6720,Departamento,"3,179,410",MXN,19.417923200000001,-99.1483827,44,1,1,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,113A,028,Contenida,0150001113A028,10.000000000000000,9,9,9,9,90.000000000000000,90.000000000000000,90.000000000000000,90.000000000000000
28661763,Av. Cuauhtémoc,Cuauhtémoc,6720,Departamento,"4,340,000",MXN,19.417923200000001,-99.1483827,46,1,1,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,113A,019,Contenedora,0150001113A019,251.000000000000000,234,234,234,234,93.227091633466102,93.227091633466102,93.227091633466102,93.227091633466102
28661763,Av. Cuauhtémoc,Cuauhtémoc,6720,Departamento,"4,340,000",MXN,19.417923200000001,-99.1483827,46,1,1,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,113A,028,Contenida,0150001113A028,10.000000000000000,9,9,9,9,90.000000000000000,90.000000000000000,90.000000000000000,90.000000000000000
28534758,Av. Pdte. Plutarco Elías Calles,Iztacalco,8400,Departamento,"2,409,000",MXN,19.397384200000001,-99.1014971,48,2,1,1,3,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,006,0001,0132,015,Típica,00600010132015,155.000000000000000,132,132,132,132,85.161290322580598,85.161290322580598,85.161290322580598,85.161290322580598
26974570,Av. Revolución #1014,Benito Juárez,3900,Departamento,"5,365,000",MXN,19.369978799999998,-99.1881409,83,2,2,2,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0897,020,Típica,01400010897020,63.000000000000000,56,56,56,56,88.888888888888900,88.888888888888900,88.888888888888900,88.888888888888900
27970188,Av. Revolución,Benito Juárez,3900,Departamento,"5,260,000",MXN,19.365077899999999,-99.1886518,112,3,2,1,17,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,090A,012,Típica,0140001090A012,84.000000000000000,75,75,75,75,89.285714285714306,89.285714285714306,89.285714285714306,89.285714285714306
28660389,Av Toluca 1000,Álvaro Obregón,1170,Departamento,"4,500,000",MXN,19.389166299999999,-99.2072126,96,2,2,1,7,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,010,0001,021A,004,Típica,0100001021A004,43.000000000000000,39,39,39,39,90.697674418604606,90.697674418604606,90.697674418604606,90.697674418604606
27780598,Av Wilfrido Massieu 326 #326,Gustavo A. Madero,7739,Departamento,"4,650,000",MXN,19.496956699999998,-99.1428174,150,3,2,4,20,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,005,0001,0934,017,Típica,00500010934017,48.000000000000000,44,44,44,44,91.666666666666700,91.666666666666700,91.666666666666700,91.666666666666700
28215693,Avenida Coyoacan 1129 #1129,Benito Juárez,3100,Departamento,"4,491,290",MXN,19.377245100000000,-99.169755,71,2,2,1,1,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0740,006,Típica,01400010740006,99.000000000000000,90,90,90,90,90.909090909090907,90.909090909090907,90.909090909090907,90.909090909090907
28587402,Avenida de la Industria 82 #82,Venustiano Carranza,15530,Departamento,"2,020,000",MXN,19.435163899999999,-99.1032271,56,2,1,1,9,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,017,0001,0441,014,Típica,01700010441014,627.000000000000000,532,531,532,532,84.848484848484802,84.688995215310996,84.848484848484802,84.848484848484802
28661559,Avenida Insurgentes Sur 2300,Álvaro Obregón,1090,Departamento,"5,200,000",MXN,19.337614700000000,-99.194878,74,2,2,1,5,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,010,0001,1241,013,Típica,01000011241013,117.000000000000000,107,107,107,107,91.452991452991498,91.452991452991498,91.452991452991498,91.452991452991498
28072809,Avenida Mexico 359 #359,Cuajimalpa de Morelos,5270,Departamento,"4,100,000",MXN,19.366054699999999,-99.2985273,123,3,2,1,7,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,004,0001,0299,017,Típica,00400010299017,275.000000000000000,177,177,177,177,64.363636363636402,64.363636363636402,64.363636363636402,64.363636363636402
28662029,Avenida Nuevo León 300,Cuauhtémoc,6100,Departamento,"6,811,411",MXN,19.409368199999999,-99.1719095,91,2,2,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,1341,016,Típica,01500011341016,113.000000000000000,83,83,83,83,73.451327433628293,73.451327433628293,73.451327433628293,73.451327433628293
28753331,Bahía de Todos los Santos,Miguel Hidalgo,11300,Departamento,"4,900,000",MXN,19.434023499999999,-99.172753,147,3,1,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,0603,013,Típica,01600010603013,38.000000000000000,33,33,33,33,86.842105263157904,86.842105263157904,86.842105263157904,86.842105263157904
28426198,Baja California,Cuauhtémoc,6760,Departamento,"5,400,000",MXN,19.406621099999999,-99.1587243,125,4,2,1,64,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,09,015,0001,1479,018,Típica,01500011479018,125.000000000000000,112,110,111,111,89.599999999999994,88.000000000000000,88.799999999999997,88.799999999999997
28646180,Blvd. Adolfo López Mateos,Álvaro Obregón,1010,Departamento,"5,090,000",MXN,19.360115300000000,-99.1930527,76,2,2,1,1,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,010,0001,0972,012,Típica,01000010972012,156.000000000000000,21,21,21,21,13.461538461538501,13.461538461538501,13.461538461538501,13.461538461538501
28243385,Bordo #85,Coyoacán,4980,Departamento,"4,520,000",MXN,19.307072443426254,-99.13830951,88,2,2,5,6,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,003,0001,1410,003,Típica,00300011410003,327.000000000000000,300,300,300,300,91.743119266055004,91.743119266055004,91.743119266055004,91.743119266055004
28662122,Bosque de Canelos 200,Cuajimalpa de Morelos,5120,Departamento,"10,500,000",MXN,19.390416200000001,-99.2550003,286,3,3,1,38,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,09,004,0001,0180,007,Contenedora,00400010180007,1168.000000000000000,1074,1065,1072,1071,91.952054794520507,91.181506849315099,91.780821917808197,91.695205479452099
28603430,Boulevard Adolfo Lopez Mateos #1753,Álvaro Obregón,1600,Departamento,"4,950,000",MXN,19.367708620721682,-99.1916176,71,2,2,1,1,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,010,0001,0845,018,Típica,01000010845018,37.000000000000000,34,34,34,34,91.891891891891902,91.891891891891902,91.891891891891902,91.891891891891902
28662411,Boulevard Adolfo López Mateos 2000,Álvaro Obregón,1010,Departamento,"5,450,000",MXN,19.356622699999999,-99.2099821,80,2,2,1,2,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,010,0001,0949,023,Típica,01000010949023,21.000000000000000,20,20,20,20,95.238095238095198,95.238095238095198,95.238095238095198,95.238095238095198
25811264,C. Maestro Antonio Caso No. 19,Cuauhtémoc,6030,Departamento,"4,605,553",MXN,19.434087999999999,-99.155107,33,1,1,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,070A,010,Típica,0150001070A010,10.000000000000000,10,10,10,10,100.000000000000000,100.000000000000000,100.000000000000000,100.000000000000000
28839172,Calle Nogal 187B #187B,Cuauhtémoc,6400,Departamento,"4,000,000",MXN,19.450520500000000,-99.1630369,66,1,2,1,9,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,015,0001,0466,005,Típica,01500010466005,147.000000000000000,135,133,135,135,91.836734693877602,90.476190476190496,91.836734693877602,91.836734693877602
28661993,Calle Pennsylvania 300,Benito Juárez,3840,Departamento,"4,950,000",MXN,19.387763799999998,-99.1767541,114,3,2,1,40,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,014,0001,0384,020,Típica,01400010384020,221.000000000000000,188,188,188,188,85.067873303167403,85.067873303167403,85.067873303167403,85.067873303167403
28794375,Calzada de Guadalupe #90,Cuauhtémoc,6220,Departamento,"3,300,000",MXN,19.461417000000001,-99.1331631,120,2,2,3,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,015,0001,0023,004,Típica,01500010023004,54.000000000000000,47,46,47,47,87.037037037036995,85.185185185185205,87.037037037036995,87.037037037036995
28769251,Calzada de los Tenorios 150 #150Int. C504,Tlalpan,14326,Departamento,"1,795,000",MXN,19.294364173219051,-99.11713529,75,3,1,5,35,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,012,0001,1941,030,Contenida,01200011941030,20.000000000000000,19,19,19,19,95.000000000000000,95.000000000000000,95.000000000000000,95.000000000000000
28769251,Calzada de los Tenorios 150 #150Int. C504,Tlalpan,14326,Departamento,"1,795,000",MXN,19.294364173219051,-99.11713529,75,3,1,5,35,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,012,0001,1941,009,Contenedora,01200011941009,49.000000000000000,45,44,44,44,91.836734693877602,89.795918367346900,89.795918367346900,89.795918367346900
28725226,Calzada de Tlalpan #1023,Benito Juárez,3500,Departamento,"3,256,000",MXN,19.386237999999999,-99.13887,67,2,1,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,014,0001,0331,019,Típica,01400010331019,10.000000000000000,5,5,5,5,50.000000000000000,50.000000000000000,50.000000000000000,50.000000000000000
28720529,CAMPOS ELISEOS #226,Miguel Hidalgo,11560,Departamento,"16,500,000",MXN,19.428844000000002,-99.19042,215,3,2,1,47,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,0783,013,Típica,01600010783013,116.000000000000000,98,96,98,98,84.482758620689694,82.758620689655203,84.482758620689694,84.482758620689694
25285547,CARRETERA MEXICO TOLUCA #5860,Cuajimalpa de Morelos,5500,Departamento,"4,389,000",MXN,19.350106718982087,-99.29852429,90,2,2,5,2,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,004,0001,0119,009,Típica,00400010119009,1285.000000000000000,1244,1227,1236,1233,96.809338521400804,95.486381322957200,96.186770428015606,95.953307392996095
28289381,Cda Mártires de Río Blanco #104,Gustavo A. Madero,7840,Departamento,"1,472,310",MXN,19.456458577078468,-99.1144844,55,2,1,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,005,0001,2199,018,Típica,00500012199018,20.000000000000000,14,14,14,14,70.000000000000000,70.000000000000000,70.000000000000000,70.000000000000000
26608630,Centeno #349,Iztacalco,8400,Departamento,"1,690,000",MXN,19.402750999999999,-99.098584,65,2,1,3,1,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,006,0001,0132,018,Típica,00600010132018,51.000000000000000,43,43,43,43,84.313725490196106,84.313725490196106,84.313725490196106,84.313725490196106
28797116,Cerrada Coyoacán,Benito Juárez,3104,Departamento,"7,500,000",MXN,19.374595754500000,-99.17077303,106,2,2,1,5,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0740,016,Típica,01400010740016,10.000000000000000,10,10,10,10,100.000000000000000,100.000000000000000,100.000000000000000,100.000000000000000
28567859,Cicerón,Miguel Hidalgo,11510,Departamento,"3,250,000",USD,19.434378200000001,-99.2072794,600,1,0,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,0637,026,Típica,01600010637026,59.000000000000000,57,57,57,57,96.610169491525397,96.610169491525397,96.610169491525397,96.610169491525397
28263787,Cienfuegos 1077 #1077Int.  Torre B,Gustavo A. Madero,7300,Departamento,"3,990,000",MXN,19.500929899999999,-99.1220684,80,2,2,1,5,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,005,0001,0756,011,Típica,00500010756011,198.000000000000000,63,62,63,63,31.818181818181799,31.313131313131301,31.818181818181799,31.818181818181799
28659890,Colonia Condesa,Cuauhtémoc,6100,Departamento,"6,480,000",MXN,19.409368199999999,-99.1719095,90,2,2,1,3,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,1341,016,Típica,01500011341016,113.000000000000000,83,83,83,83,73.451327433628293,73.451327433628293,73.451327433628293,73.451327433628293
28759411,Cossio,Benito Juárez,3100,Departamento,"7,095,000",MXN,19.379715099999999,-99.1677132,160,3,3,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,014,0001,0609,002,Típica,01400010609002,119.000000000000000,92,92,92,92,77.310924369747895,77.310924369747895,77.310924369747895,77.310924369747895
28340757,,Cuajimalpa de Morelos,5000,Departamento,"8,000,000",MXN,19.364667499999999,-99.259687,104,2,2,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,010,0001,2358,018,Típica,01000012358018,52.000000000000000,52,52,52,52,100.000000000000000,100.000000000000000,100.000000000000000,100.000000000000000
28067053,,Benito Juárez,3100,Departamento,"6,399,999",MXN,19.379715099999999,-99.1677132,85,3,2,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,014,0001,0609,002,Típica,01400010609002,119.000000000000000,92,92,92,92,77.310924369747895,77.310924369747895,77.310924369747895,77.310924369747895
28607123,_,Benito Juárez,3103,Departamento,"5,250,000",MXN,19.381893999999999,-99.157795,165,2,2,1,30,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,09,014,0001,0420,012,Típica,01400010420012,192.000000000000000,129,129,129,129,67.187500000000000,67.187500000000000,67.187500000000000,67.187500000000000
28762826,,Benito Juárez,3104,Departamento,"6,410,000",MXN,19.372923300000000,-99.1645558,86,2,2,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,014,0001,0755,002,Típica,01400010755002,125.000000000000000,106,106,106,106,84.799999999999997,84.799999999999997,84.799999999999997,84.799999999999997
28649505,DEPARTAMENTO CON AMENIDADES  EN ANZURES PARA INVERSIONISTAS,Miguel Hidalgo,11300,Departamento,"3,300,000",MXN,19.436516000000001,-99.1739857,45,1,1,1,1,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,0590,005,Típica,01600010590005,95.000000000000000,90,90,90,90,94.736842105263193,94.736842105263193,94.736842105263193,94.736842105263193
28725763,División del Norte #152,Cuajimalpa de Morelos,5330,Departamento,"5,950,000",MXN,19.356024000000001,-99.28876,217,3,2,1,18,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,004,0001,0104,011,Típica,00400010104011,402.000000000000000,290,290,290,290,72.139303482587081,72.139303482587081,72.139303482587081,72.139303482587081
28664272,Edgar Allan Poe,Miguel Hidalgo,11540,Departamento,"13,859,060",MXN,19.435306099999998,-99.1998673,105,2,2,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,0641,015,Típica,01600010641015,68.000000000000000,47,47,47,47,69.117647058823493,69.117647058823493,69.117647058823493,69.117647058823493
28785559,Edgar Allan Poe,Miguel Hidalgo,11540,Departamento,"31,894,000",MXN,19.435306099999998,-99.1998673,248,3,4,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,0641,015,Típica,01600010641015,68.000000000000000,47,47,47,47,69.117647058823493,69.117647058823493,69.117647058823493,69.117647058823493
28833526,Edgar Allan Poe,Miguel Hidalgo,11540,Departamento,"16,600,000",MXN,19.433355200000001,-99.199532,150,2,2,1,10,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,0641,005,Típica,01600010641005,43.000000000000000,27,27,27,27,62.790697674418603,62.790697674418603,62.790697674418603,62.790697674418603
28762834,,Cuajimalpa de Morelos,5320,Departamento,"5,500,000",MXN,19.366054699999999,-99.2985273,149,2,2,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,004,0001,0299,017,Típica,00400010299017,275.000000000000000,177,177,177,177,64.363636363636402,64.363636363636402,64.363636363636402,64.363636363636402
28087157,Emerson 121 #121Int. 1,Miguel Hidalgo,11560,Departamento,"13,800,000",MXN,19.437117099999998,-99.1889014,287,3,2,1,50,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,0660,009,Típica,01600010660009,292.000000000000000,203,203,203,203,69.520547945205493,69.520547945205493,69.520547945205493,69.520547945205493
28425344,Gabino Barreda #93,Cuauhtémoc,6470,Departamento,"5,533,157",MXN,19.437349000000001,-99.166779,84,2,2,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,0678,012,Típica,01500010678012,400.000000000000000,344,342,344,343,86.000000000000000,85.500000000000000,86.000000000000000,85.750000000000000
28688798,Gabriel Mancera,Benito Juárez,3103,Departamento,"3,300,000",MXN,19.393719699999998,-99.1622858,82,2,1,1,64,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,09,014,0001,0257,023,Típica,01400010257023,336.000000000000000,306,306,306,306,91.071428571428598,91.071428571428598,91.071428571428598,91.071428571428598
28722578,Garcia Diego #299,Cuauhtémoc,6720,Departamento,"1,700,000",MXN,19.416924999999999,-99.15379,60,2,1,1,25,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,015,0001,1125,007,Típica,01500011125007,115.000000000000000,111,111,111,111,96.521739130434796,96.521739130434796,96.521739130434796,96.521739130434796
28690951,Gobernador Agustín Vicente Eguia #47,Miguel Hidalgo,11850,Departamento,"8,500,000",MXN,19.407639899999999,-99.1882113,125,2,3,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,1160,005,Típica,01600011160005,36.000000000000000,33,33,33,33,91.666666666666700,91.666666666666700,91.666666666666700,91.666666666666700
28774805,Hamburgo 322 #322,Cuauhtémoc,6600,Departamento,"6,900,000",MXN,19.421783800000000,-99.1738244,140,2,2,1,10,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,0983,008,Típica,01500010983008,85.000000000000000,46,46,46,46,54.117647058823501,54.117647058823501,54.117647058823501,54.117647058823501
28641555,Juan Sebastian Bach,Gustavo A. Madero,7870,Departamento,"2,025,000",MXN,19.466109599999999,-99.1362003,51,1,0,1,3,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,005,0001,174A,004,Típica,0050001174A004,146.000000000000000,62,62,62,62,42.465753424657493,42.465753424657493,42.465753424657493,42.465753424657493
28517312,Lafayette,Miguel Hidalgo,11590,Departamento,"8,500,000",MXN,19.432831600000000,-99.1763979,145,2,3,1,23,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,0707,009,Típica,01600010707009,112.000000000000000,98,98,98,98,87.500000000000000,87.500000000000000,87.500000000000000,87.500000000000000
28721560,Lago Ilopango #207,Miguel Hidalgo,11280,Departamento,"4,696,380",MXN,19.458416000000000,-99.19607,116,3,2,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,0139,016,Típica,01600010139016,46.000000000000000,44,44,44,44,95.652173913043498,95.652173913043498,95.652173913043498,95.652173913043498
27434451,Lago Neuchatel,Miguel Hidalgo,11520,Departamento,"5,800,000",MXN,19.443829200000000,-99.2013129,127,3,2,1,15,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,0444,010,Típica,01600010444010,782.000000000000000,737,737,737,737,94.245524296675200,94.245524296675200,94.245524296675200,94.245524296675200
28543680,Laguna del Carmen,Miguel Hidalgo,11320,Departamento,"2,350,000",MXN,19.448373325147674,-99.17400673,57,3,1,5,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,029A,015,Típica,0160001029A015,321.000000000000000,288,288,288,288,89.719626168224295,89.719626168224295,89.719626168224295,89.719626168224295
28823831,Lamartine 152 #152,Miguel Hidalgo,11560,Departamento,"7,900,000",MXN,19.436055800000009,-99.18950105,111,2,2,1,30,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,0660,009,Típica,01600010660009,292.000000000000000,203,203,203,203,69.520547945205493,69.520547945205493,69.520547945205493,69.520547945205493
28531160,Leandro Valle,Cuauhtémoc,6010,Departamento,"3,345,000",MXN,19.438593699999998,-99.1342656,114,2,2,1,95,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,015,0001,0644,006,Típica,01500010644006,428.000000000000000,293,292,292,292,68.457943925233593,68.224299065420595,68.224299065420595,68.224299065420595
28332207,,Miguel Hidalgo,11000,Departamento,"699,000",USD,19.439186253300001,-99.22251046,226,3,3,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,0514,001,Contenedora,01600010514001,95.000000000000000,76,76,76,76,80.000000000000000,80.000000000000000,80.000000000000000,80.000000000000000
28781854,Martin Mendalde #1761,Benito Juárez,3240,Departamento,"6,900,000",MXN,19.361354916664677,-99.17133031,195,3,2,1,49,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0948,003,Típica,01400010948003,265.000000000000000,173,173,173,173,65.283018867924497,65.283018867924497,65.283018867924497,65.283018867924497
28772234,Martin Mendalde,Benito Juárez,3104,Departamento,"6,900,000",MXN,19.374863000000001,-99.1693946,195,3,2,1,41,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0740,001,Típica,01400010740001,133.000000000000000,110,110,110,110,82.706766917293194,82.706766917293194,82.706766917293194,82.706766917293194
27398915,Mitla,Benito Juárez,3023,Departamento,"6,975,150",MXN,19.385226100000001,-99.1504056,73,2,2,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0435,004,Típica,01400010435004,21.000000000000000,17,17,17,17,80.952380952380906,80.952380952380906,80.952380952380906,80.952380952380906
