"ID","precio","tipo","AREA_CONST","RECAMARAS","BANOS","No_de_piso","Edad_inmue","Jardin","Cisterna","Seguridad","Zona.priva","Alberca","Lavanderí","Terraza","Gimnasio","Cuarto.de","Chimenea","Sótano","Aire.acond","Elevador","Urbanizado","CPV_Prop_e","CPV_Prop_a","CPV_Prop_d","CPV_Prop_s","Distance","I_A","tipo_vivienda"
28528902,5181660,"Departamento",78,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.7916666667,0.7916666667,0.7916666667,0.7916666667,1035.744175,1,1
28796290,3450000,"Departamento",135,3,2,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9542682927,0.9542682927,0.9542682927,0.9542682927,12688.31565,0.6,1
27910829,5710000,"Departamento",74,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.8333333333,0.8333333333,0.8333333333,0.8333333333,6096.861598,1,1
27912757,6900000,"Departamento",91,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8333333333,0.8333333333,0.8333333333,0.8333333333,6096.861598,1,1
28661933,3228642,"Departamento",50,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7533333333,0.7533333333,0.7533333333,0.7533333333,2277.71593,1,1
28081657,1680000,"Departamento",63,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.875,0.875,0.875,0.875,6810.522807,0.6,1
28661334,5800000,"Departamento",157,3,3,1,27,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0.9068965517,0.9051724138,0.9051724138,0.9051724138,11251.54312,0.6,1
28669216,2300000,"Departamento",30,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0.4274193548,0.4274193548,0.4274193548,0.4274193548,1809.20052,1,1
28588547,2130000,"Departamento",50,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.875,0.875,0.875,0.875,6123.768361,1,1
28662410,9000000,"Departamento",240,3,3,1,20,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0.9294117647,0.9294117647,0.9294117647,0.9294117647,14259.71891,0.5,1
28019601,8900000,"Departamento",175,3,4,3,10,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,14609.32969,0.6,1
28583528,3950000,"Departamento",153,2,2,1,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8267716535,0.8346456693,0.8346456693,0.8267716535,6496.023787,1,1
24668140,1831875,"Departamento",53,2,1,5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6266094421,0.6266094421,0.6266094421,0.6266094421,9547.600856,1,1
